verbo_inicial,substantivo,categoria,subcategoria,horas
Reunião,Particular,Gestão,Marketing,3
Reunião,Particular,Gestão,Marketing,3
Reunião,Particular,Gestão,Marketing,3
Reunião,Particular,Gestão,Reunião de progresso,3
Reunião,Particular,Desenvolvimento,Suporte Interno,3
Reunião,Particular,Gestão,Reunião de Gestão,3.2
Reunião,Particular,Gestão,Reunião de progresso,3.25
Reunião,Particular,Gestão,Marketing,3.5
Reunião,Particular,Gestão,Marketing,3.5
Reunião,Particular,Gestão,Marketing,3.5
Reunião,Particular,Gestão,Marketing,3.5
Reunião,Particular,Gestão,Marketing,3.5
Reunião,Particular,Gestão,Marketing,3.5
Reunião,Particular,Gestão,Reunião de Gestão,3.5
Reunião,Particular,Gestão,Reunião de Gestão,3.5
Reunião,Particular,Gestão,Reunião de Gestão,3.5
Reunião,Particular,Desenvolvimento,Treinamento,3.5
Reunião,Progresso,Gestão,Reunião de progresso,2
Reunião,Progresso,Desenvolvimento,Suporte Interno,5.5
Reunião,Semana,Desenvolvimento,Treinamento,9
Reunião,Semana,Desenvolvimento,Treinamento,9
Reunião,Semana,Desenvolvimento,Treinamento,9
Reunião,Semana,Desenvolvimento,Treinamento,10.5
Reunião,Semana,Desenvolvimento,Treinamento,10.5
Reunião,Técnica,Gestão,Reunião de Gestão,4
Reunião,Técnica,Desenvolvimento,Treinamento,9
Reunião,Técnica Estendida,Gestão,Reunião de Gestão,13.5
Reunião,Website,Operacional,Suporte Interno,3
Semana,Desenvolvedor,Desenvolvimento,Treinamento,9
Semana,Desenvolvedor,Desenvolvimento,Treinamento,9.75
Semana,Desenvolvedor,Desenvolvimento,Treinamento,10.5
Semana,Desenvolvedor,Desenvolvimento,Treinamento,10.5
Semana,Desenvolvedor,Desenvolvimento,Treinamento,10.5
Semana,Desenvolvedor,Desenvolvimento,Treinamento,10.5
Semana,Desenvolvedor,Desenvolvimento,Treinamento,10.5
Semana,Desenvolvedor,Desenvolvimento,Treinamento,10.5
Semana,Desenvolvedor,Desenvolvimento,Treinamento,10.5
Semana,Desenvolvedor,Desenvolvimento,Treinamento,10.5
Semana,Desenvolvedor,Desenvolvimento,Treinamento,10.8
Sincronizar,Alterações,Desenvolvimento,Teste,1
Sincronizar,Alterações,Desenvolvimento,Lançamento,3
Sincronizar,Alterações,Desenvolvimento,Aprimoramento,6
Sincronizar,Ambiente de Desenvolvimento,Desenvolvimento,Aprimoramento,1
Sincronizar,Atualização,Desenvolvimento,Erro,1
Sincronizar,Banco,Desenvolvimento,Lançamento,0.5
Sincronizar,Banco,Desenvolvimento,Lançamento,0.75
Sincronizar,Banco,Desenvolvimento,Aprimoramento,9
Sincronizar,Banco,Desenvolvimento,Aprimoramento,9.5
Sincronizar,Banco,Desenvolvimento,Lançamento,9.5
Sincronizar,Correções,Desenvolvimento,Erro,2
Sincronizar,Mudanças,Desenvolvimento,Aprimoramento,1
Sincronizar,Pesquisa,Desenvolvimento,Aprimoramento,0.5
Sincronizar,Tabelas,Desenvolvimento,Aprimoramento,2.5
Sincronizar,Tabelas,Desenvolvimento,Aprimoramento,8.75
Sincronizar,Teste,Desenvolvimento,Lançamento,0.5
Sincronizar,Teste,Desenvolvimento,Suporte Interno,6
Suporte,Particular,Desenvolvimento,Treinamento,0.75
Suporte,Particular,Operacional,Suporte ao Cliente,3.5
Suporte,Particular,Desenvolvimento,Suporte Interno,0.33
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Semana,Desenvolvimento,Suporte Interno,7
Suporte,Setup,Desenvolvimento,Lançamento,0.25
Suporte,Setup,Desenvolvimento,Lançamento,0.25
Suporte,Setup,Desenvolvimento,Lançamento,0.25
Suporte,Usuário,Desenvolvimento,Erro,0.5
Suporte,Usuário,Desenvolvimento,Erro,0.5
Suporte,Usuário,Desenvolvimento,Erro,0.5
Suporte,Usuário,Desenvolvimento,Erro,0.5
Suporte,Usuário,Desenvolvimento,Erro,0.5
Suporte,Usuário,Desenvolvimento,Lançamento,0.5
Suporte,Usuário,Desenvolvimento,Lançamento,0.5
Suporte,Usuário,Desenvolvimento,Lançamento,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Operacional,Suporte ao Cliente,0.5
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.5
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.5
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.5
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.5
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.5
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.5
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.5
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.5
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.5
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.5
Suporte,Usuário,Desenvolvimento,Treinamento,0.5
Suporte,Usuário,Desenvolvimento,Erro,0.75
Suporte,Usuário,Desenvolvimento,Erro,0.75
Suporte,Usuário,Desenvolvimento,Erro,0.75
Suporte,Usuário,Desenvolvimento,Erro,0.75
Suporte,Usuário,Operacional,Suporte ao Cliente,0.75
Suporte,Usuário,Operacional,Suporte ao Cliente,0.75
Suporte,Usuário,Operacional,Suporte ao Cliente,0.75
Suporte,Usuário,Operacional,Suporte ao Cliente,0.75
Suporte,Usuário,Operacional,Suporte ao Cliente,0.75
Suporte,Usuário,Operacional,Suporte ao Cliente,0.75
Suporte,Usuário,Operacional,Suporte ao Cliente,0.75
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.75
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.75
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.75
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.75
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.75
Suporte,Usuário,Desenvolvimento,Suporte Interno,0.75
Suporte,Usuário,Desenvolvimento,Aprimoramento,1
Suporte,Usuário,Desenvolvimento,Erro,1
Suporte,Usuário,Desenvolvimento,Erro,1
Suporte,Usuário,Desenvolvimento,Erro,1
Suporte,Usuário,Desenvolvimento,Erro,1
Suporte,Usuário,Operacional,Suporte ao Cliente,1
Suporte,Usuário,Operacional,Suporte ao Cliente,1
Suporte,Usuário,Operacional,Suporte ao Cliente,1
Suporte,Usuário,Operacional,Suporte ao Cliente,1
Suporte,Usuário,Operacional,Suporte ao Cliente,1
Suporte,Usuário,Operacional,Suporte ao Cliente,1
Suporte,Usuário,Operacional,Suporte ao Cliente,1
Suporte,Usuário,Operacional,Suporte ao Cliente,1
Suporte,Usuário,Operacional,Suporte ao Cliente,1
Suporte,Usuário,Desenvolvimento,Suporte Interno,1
Suporte,Usuário,Desenvolvimento,Suporte Interno,1
Suporte,Usuário,Desenvolvimento,Suporte Interno,1
Suporte,Usuário,Desenvolvimento,Suporte Interno,1
Suporte,Usuário,Operacional,Suporte ao Cliente,1.25
Suporte,Usuário,Operacional,Suporte ao Cliente,1.25
Suporte,Usuário,Operacional,Suporte ao Cliente,1.25
Suporte,Usuário,Operacional,Suporte ao Cliente,1.25
Suporte,Usuário,Desenvolvimento,Suporte Interno,1.25
Suporte,Usuário,Desenvolvimento,Suporte Interno,1.25
Suporte,Usuário,Desenvolvimento,Treinamento,1.25
Suporte,Usuário,Desenvolvimento,Aprimoramento,1.5
Suporte,Usuário,Desenvolvimento,Erro,1.5
Suporte,Usuário,Desenvolvimento,Erro,1.5
Suporte,Usuário,Desenvolvimento,Lançamento,1.5
Suporte,Usuário,Operacional,Suporte ao Cliente,1.5
Suporte,Usuário,Operacional,Suporte ao Cliente,1.5
Suporte,Usuário,Operacional,Suporte ao Cliente,1.5
Suporte,Usuário,Operacional,Suporte ao Cliente,1.5
Suporte,Usuário,Desenvolvimento,Erro,1.6
Suporte,Usuário,Operacional,Suporte ao Cliente,1.75
Suporte,Usuário,Desenvolvimento,Suporte Interno,1.75
Suporte,Usuário,Desenvolvimento,Teste,1.75
Suporte,Usuário,Operacional,Suporte ao Cliente,2
Suporte,Usuário,Operacional,Suporte ao Cliente,2
Testar,Atualização,Operacional,Suporte Interno,2.5
Testar,Banco,Desenvolvimento,Aprimoramento,8.86
Testar,Cálculo,Desenvolvimento,Teste,1
Testar,Carregador,Desenvolvimento,Teste,1.5
Testar,Carregador,Desenvolvimento,Suporte Interno,3.25
Testar,Código,Desenvolvimento,Erro,0.75
Testar,Configuração,Operacional,Suporte ao Cliente,22
Testar,Correções,Desenvolvimento,Teste,1
Testar,Correções,Desenvolvimento,Erro,3
Testar,Correções,Desenvolvimento,Teste,3.5
Testar,Demonstração,Gestão,Marketing,3.5
Testar,Demonstração,Gestão,Marketing,4
Testar,Demonstração,Gestão,Marketing,4
Testar,Demonstração,Desenvolvimento,Teste,4.5
Testar,Estatística,Desenvolvimento,Aprimoramento,0.5
Testar,Estrutura,Desenvolvimento,Teste,2.75
Testar,Extensão,Operacional,Suporte Interno,53.45
Testar,Formatação,Operacional,Suporte Interno,14.75
Testar,Formulário,Desenvolvimento,Aprimoramento,0.5
Testar,Funcionalidade,Desenvolvimento,Lançamento,10.67
Testar,Implantação,Operacional,Suporte Interno,65.5
Testar,Lançamento,Desenvolvimento,Lançamento,2
Testar,Mensagem,Operacional,Suporte ao Cliente,7
Testar,Migração,Desenvolvimento,Lançamento,10
Testar,Programa,Desenvolvimento,Teste,1.25
Testar,Relatório,Desenvolvimento,Erro,1
Testar,Relatório,Desenvolvimento,Teste,6.75
Testar,Segurança,Operacional,Suporte Interno,3
Testar,Servidor,Operacional,Suporte Interno,46
Testar,Sistema,Desenvolvimento,Teste,1.5
Testar,Sistema,Desenvolvimento,Lançamento,2
Testar,Sistema,Desenvolvimento,Teste,4.5
Testar,Sistema,Desenvolvimento,Teste,5.25
Testar,Sistema,Desenvolvimento,Suporte Interno,7.72
Testar,Sistema (Total),Desenvolvimento,Teste,14
Testar,Sistema (Total),Desenvolvimento,Teste,29.25
Testar,SQL Server,Operacional,Suporte Interno,23.5
Testar,Tarefas,Gestão,Marketing,0.5
Testar,Usuário,Desenvolvimento,Erro,0.25
Testar,Usuário,Desenvolvimento,Erro,0.25
Testar,Usuário,Desenvolvimento,Aprimoramento,0.33
Testar,Usuário,Desenvolvimento,Erro,0.33
Testar,Usuário,Desenvolvimento,Erro,0.75
Testar,Usuário,Desenvolvimento,Erro,0.75
Testar,Usuário,Desenvolvimento,Erro,1
Testar,Usuário,Operacional,Suporte ao Cliente,1
Testar,Usuário,Desenvolvimento,Teste,1.5
Testar,Usuário,Desenvolvimento,Erro,1.75
Testar,Versão,Desenvolvimento,Lançamento,2
Testar,Versão,Desenvolvimento,Suporte Interno,2.5
Testar,Versão,Gestão,Marketing,12.5
Testar,Versão,Operacional,Suporte Interno,22
Treinamento,Programa,Gestão,Suporte ao Cliente,3
Treinamento,Programa,Desenvolvimento,Treinamento,6
Treinamento,Usuário,Operacional,Suporte ao Cliente,1
Treinamento,Usuário,Desenvolvimento,Treinamento,1
Validar,Entrada,Desenvolvimento,Erro,1.5
Validar,Front-end,Desenvolvimento,Aprimoramento,3
Validar,Referências,Desenvolvimento,Aprimoramento,3.3
Validar,Revisão,Desenvolvimento,Teste,15
Validar,Teste,Desenvolvimento,Erro,13
Verificar,Banco,Operacional,Suporte ao Cliente,0.5
Verificar,Banco,Desenvolvimento,Suporte Interno,3
Verificar,Banco,Desenvolvimento,Aprimoramento,4.5
Verificar,Busca,Desenvolvimento,Teste,1
Verificar,Cálculo,Desenvolvimento,Erro,1.75
Verificar,Campo,Desenvolvimento,Erro,1
Verificar,Campo,Desenvolvimento,Teste,1
Verificar,Carregador,Desenvolvimento,Erro,0.5
Verificar,Conversão,Desenvolvimento,Aprimoramento,1.75
Verificar,Dados,Desenvolvimento,Suporte Interno,1
Verificar,Dados,Operacional,Suporte Interno,1.4
Verificar,Dados,Desenvolvimento,Aprimoramento,15
Verificar,Desempenho,Desenvolvimento,Aprimoramento,9.25
Verificar,Desempenho,Desenvolvimento,Teste,35
Verificar,Erros,Desenvolvimento,Teste,0.5
Verificar,Figuras,Desenvolvimento,Aprimoramento,18.4
Verificar,Integridade,Desenvolvimento,Erro,0.5
Verificar,Integridade,Operacional,Suporte Interno,0.5
Verificar,Itens,Desenvolvimento,Teste,35
Verificar,Laptop,Operacional,Suporte Interno,4
Verificar,Livro de Figuras,Desenvolvimento,Erro,1
Verificar,Mudanças,Desenvolvimento,Lançamento,7
Verificar,Números,Desenvolvimento,Teste,2.5
Verificar,Números,Desenvolvimento,Teste,3
Verificar,Procedimentos,Desenvolvimento,Teste,13.5
Verificar,Procedimentos,Desenvolvimento,Erro,4
Verificar,Procedimentos,Desenvolvimento,Aprimoramento,5.25
Verificar,Processamento,Desenvolvimento,Teste,6.5
Verificar,Propostas,Gestão,Marketing,3.5
Verificar,Rede,Operacional,Consultoria,8.75
Verificar,Referências,Desenvolvimento,Erro,2.5
Verificar,Relatório,Operacional,Suporte Interno,0.5
Verificar,Relatório,Desenvolvimento,Erro,7
Verificar,Relatórios,Desenvolvimento,Lançamento,6.78
Verificar,Robustez,Desenvolvimento,Teste,4.5
Verificar,Saúde,Operacional,Suporte Interno,2
Verificar,Saúde,Operacional,Suporte Interno,2.5
Verificar,Saúde,Operacional,Suporte Interno,2.5
Verificar,Saúde,Operacional,Suporte Interno,2.75
Verificar,Saúde,Operacional,Suporte Interno,3.25
Verificar,Segurança,Operacional,Suporte Interno,3
Verificar,Servidor,Operacional,Suporte Interno,2
Verificar,Servidor,Operacional,Suporte Interno,2
Verificar,Servidor,Operacional,Suporte Interno,2
Verificar,Servidor,Operacional,Suporte Interno,2
Verificar,Servidor,Operacional,Suporte Interno,2
Verificar,Servidor,Operacional,Suporte Interno,2
Verificar,Servidor,Operacional,Suporte Interno,2.25
Verificar,Servidor,Operacional,Suporte Interno,2.25
Verificar,Servidor,Operacional,Suporte Interno,2.25
Verificar,Servidor,Operacional,Suporte Interno,2.25
Verificar,Servidor,Operacional,Suporte Interno,2.25
Verificar,Servidor,Operacional,Suporte Interno,2.25
Verificar,Servidor,Desenvolvimento,Aprimoramento,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
Verificar,Servidor,Operacional,Suporte Interno,2.5
